JURISDICTION_CODE,NAME,YEAR,RESIDENTIAL,OPENSPACE,COMMERCIAL,INDUSTRIAL,PERSONALPROP,TOTAL,RO,CIP
225,Otis,2005,"2,656,909",0,"77,473","18,947","104,483","2,857,812",92.97,7.03
225,Otis,2006,"2,857,942",0,"75,620","16,384","83,005","3,032,951",94.23,5.77
225,Otis,2007,"3,043,190",0,"97,255","18,440","78,084","3,236,969",94.01,5.99
225,Otis,2008,"3,178,958",0,"99,153","18,929","81,777","3,378,817",94.08,5.92
226,Oxford,2003,"9,111,529",0,"819,424","679,418","451,814","11,062,185",82.37,17.63
226,Oxford,2004,"10,531,489",0,"909,841","732,785","599,351","12,773,466",82.45,17.55
226,Oxford,2005,"11,281,109",0,"989,449","781,589","469,380","13,521,527",83.43,16.57
226,Oxford,2006,"11,977,684",0,"951,965","794,181","526,694","14,250,524",84.05,15.95
226,Oxford,2007,"12,194,312",0,"914,587","772,928","471,431","14,353,258",84.96,15.04
226,Oxford,2008,"12,416,213",0,"1,040,335","821,949","528,415","14,806,912",83.85,16.15
227,Palmer,2003,"8,700,728",0,"974,405","676,534","672,429","11,024,096",78.92,21.08
227,Palmer,2004,"9,240,101",0,"1,017,572","687,548","617,733","11,562,954",79.91,20.09
227,Palmer,2005,"9,803,066",0,"971,046","652,923","541,491","11,968,526",81.91,18.09
227,Palmer,2006,"10,388,642",0,"979,149","689,914","514,212","12,571,917",82.63,17.37
227,Palmer,2007,"10,927,360",0,"985,399","680,484","542,555","13,135,798",83.19,16.81
227,Palmer,2008,"11,363,373",0,"1,077,056","685,601","540,492","13,666,522",83.15,16.85
228,Paxton,2003,"5,065,414","72,912","157,510","45,058","65,439","5,406,333",95.04,4.96
228,Paxton,2004,"5,491,098","60,024","144,054","44,044","61,860","5,801,080",95.69,4.31
228,Paxton,2005,"5,893,764","79,976","174,359","48,660","55,417","6,252,176",95.55,4.45
228,Paxton,2006,"6,089,380","85,465","179,129","45,474","56,179","6,455,627",95.65,4.35
228,Paxton,2007,"6,349,869",0,"168,095","46,393","44,944","6,609,301",96.07,3.93
228,Paxton,2008,"6,658,357",0,"175,933","48,461","60,163","6,942,914",95.90,4.10
229,Peabody,2003,"35,893,317",0,"16,976,349","5,200,828","1,222,217","59,292,711",60.54,39.46
229,Peabody,2004,"39,439,159",0,"16,198,173","5,558,204","1,028,977","62,224,513",63.38,36.62
229,Peabody,2005,"41,004,772",0,"17,306,191","5,986,187","1,365,260","65,662,410",62.45,37.55
229,Peabody,2006,"43,370,848",0,"17,552,747","5,789,132","1,365,350","68,078,077",63.71,36.29
229,Peabody,2007,"46,550,066",0,"17,721,450","5,900,467","1,437,459","71,609,442",65.01,34.99
229,Peabody,2008,"48,407,127",0,"19,490,044","6,404,168","1,751,617","76,052,956",63.65,36.35
230,Pelham,2003,"1,994,501",0,"17,292","14,843","77,637","2,104,273",94.78,5.22
230,Pelham,2004,"2,185,860",0,"18,603","16,349","80,579","2,301,391",94.98,5.02
230,Pelham,2005,"2,067,300",0,"12,658","14,494","59,032","2,153,484",96,4
230,Pelham,2006,"2,765,489",0,"16,138","19,019","65,425","2,866,071",96.49,3.51
230,Pelham,2007,"2,741,893",0,"16,932","18,435","56,989","2,834,249",96.74,3.26
230,Pelham,2008,"2,797,465",0,"24,459","14,089","54,990","2,891,003",96.76,3.24
231,Pembroke,2003,"18,200,637",0,"1,683,538","658,393","262,745","20,805,313",87.48,12.52
231,Pembroke,2004,"19,987,418",0,"1,678,792","664,645","281,725","22,612,580",88.39,11.61
231,Pembroke,2005,"20,625,773",0,"1,738,555","611,659","233,916","23,209,903",88.87,11.13
231,Pembroke,2006,"22,328,289",0,"1,892,762","623,583","238,782","25,083,416",89.02,10.98
231,Pembroke,2007,"24,502,797",0,"1,962,820","618,606","244,765","27,328,988",89.66,10.34
231,Pembroke,2008,"25,294,424",0,"2,193,146","686,811","275,345","28,449,726",88.91,11.09
232,Pepperell,2003,"10,015,395",0,"281,609","178,868","297,825","10,773,697",92.96,7.04
232,Pepperell,2004,"10,319,561",0,"304,847","190,428","322,042","11,136,878",92.66,7.34
232,Pepperell,2005,"11,023,308",0,"293,270","175,037","156,537","11,648,152",94.64,5.36
232,Pepperell,2006,"11,643,051",0,"307,913","191,887","171,339","12,314,190",94.55,5.45
232,Pepperell,2007,"12,216,475",0,"301,068","189,124","156,924","12,863,591",94.97,5.03
232,Pepperell,2008,"12,554,954",0,"307,424","250,535","137,179","13,250,092",94.75,5.25
233,Peru,2003,"752,673",0,"42,160","5,706","24,998","825,537",91.17,8.83
233,Peru,2004,"836,900",0,"49,553","6,156","28,982","921,591",90.81,9.19
233,Peru,2005,"857,036",0,"52,669","5,656","25,073","940,434",91.13,8.87
233,Peru,2006,"1,037,384",0,"73,020","6,246","26,442","1,143,092",90.75,9.25
233,Peru,2007,"1,062,560",0,"73,170","6,296","28,108","1,170,134",90.81,9.19
233,Peru,2008,"1,132,174",0,"69,503","5,589","25,446","1,232,712",91.84,8.16
234,Petersham,2003,"1,476,023",0,"78,807","7,632","54,076","1,616,538",91.31,8.69
234,Petersham,2004,"1,570,778",0,"69,251","2,911","44,875","1,687,815",93.07,6.93
234,Petersham,2005,"1,674,988",0,"72,796","3,051","44,686","1,795,521",93.29,6.71
234,Petersham,2006,"1,359,449",0,"57,676","2,450","35,222","1,454,797",93.45,6.55
234,Petersham,2007,"1,581,667",0,"66,236","2,046","32,231","1,682,180",94.02,5.98
234,Petersham,2008,"1,712,214",0,"76,975","2,164","37,887","1,829,240",93.60,6.40
235,Phillipston,2003,"1,376,188","6,883","58,451","4,132","32,352","1,478,006",93.58,6.42
235,Phillipston,2004,"1,515,432","6,722","60,210","3,347","25,581","1,611,292",94.47,5.53
235,Phillipston,2005,"1,586,162","4,882","58,086","3,035","29,342","1,681,507",94.62,5.38
235,Phillipston,2006,"1,586,006","4,893","53,433","2,912","24,494","1,671,738",95.16,4.84
235,Phillipston,2007,"1,717,025",5,"65,429","4,287","26,468","1,813,214",94.70,5.30
235,Phillipston,2008,"2,269,775",7,"82,433","5,760","39,646","2,397,621",94.67,5.33
236,Pittsfield,2003,"29,906,860","257,795","8,375,676","3,269,537","5,332,827","47,142,695",63.99,36.01
236,Pittsfield,2004,"30,423,932","267,836","8,540,540","3,186,727","5,642,303","48,061,338",63.86,36.14
236,Pittsfield,2005,"31,800,721","341,061","9,968,509","3,470,933","4,441,141","50,022,365",64.25,35.75
236,Pittsfield,2006,"33,257,168","339,031","10,893,715","3,638,927","4,027,695","52,156,536",64.41,35.59
236,Pittsfield,2007,"34,205,566","330,163","10,971,410","3,968,257","3,992,556","53,467,952",64.59,35.41
236,Pittsfield,2008,"35,775,276","317,662","11,711,568","4,001,096","3,835,153","55,640,755",64.87,35.13
237,Plainfield,2003,"654,839",0,"70,760","10,021","27,479","763,099",85.81,14.19
237,Plainfield,2004,"698,688",0,"80,964","10,853","30,364","820,869",85.12,14.88
237,Plainfield,2005,"795,651",0,"74,908","16,380","25,903","912,842",87.16,12.84
237,Plainfield,2006,"790,939",0,"104,576","13,939","22,014","931,468",84.91,15.09
237,Plainfield,2007,"856,547",0,"86,123","16,437","20,368","979,475",87.45,12.55
237,Plainfield,2008,"969,278",0,"106,103","12,957","24,139","1,112,477",87.13,12.87
238,Plainville,2003,"7,359,571",0,"1,003,860","509,400","184,392","9,057,223",81.26,18.74
238,Plainville,2004,"7,841,432",0,"1,054,321","540,502","192,017","9,628,272",81.44,18.56
238,Plainville,2005,"8,665,444",0,"979,412","471,902","189,132","10,305,890",84.08,15.92
238,Plainville,2006,"9,589,523",0,"1,347,080","541,248","234,495","11,712,346",81.88,18.12
238,Plainville,2007,"10,245,772",0,"1,547,528","533,121","239,651","12,566,072",81.54,18.46
238,Plainville,2008,"10,364,099",0,"1,630,447","534,823","262,734","12,792,103",81.02,18.98
239,Plymouth,2003,"56,129,220","9,009","5,578,403","4,606,431","12,380,047","78,703,110",71.33,28.67
239,Plymouth,2004,"64,289,603",119,"5,222,862","4,452,461","12,622,161","86,587,206",74.25,25.75
239,Plymouth,2005,"65,620,843",0,"5,014,408","4,098,605","12,792,358","87,526,214",74.97,25.03
239,Plymouth,2006,"71,275,046",0,"6,273,739","4,041,691","11,879,031","93,469,507",76.25,23.75
239,Plymouth,2007,"74,427,548",0,"7,102,099","4,169,295","10,943,659","96,642,601",77.01,22.99
239,Plymouth,2008,"78,826,176",0,"8,258,893","11,172,717","2,635,401","100,893,187",78.13,21.87
240,Plympton,2003,"3,726,327",0,"129,660","119,447","111,382","4,086,816",91.18,8.82
240,Plympton,2004,"3,992,285",0,"127,227","123,444","121,657","4,364,613",91.47,8.53
240,Plympton,2005,"4,272,897",0,"117,327","108,769","107,661","4,606,654",92.75,7.25
240,Plympton,2006,"4,241,278",0,"90,196","98,552","106,063","4,536,089",93.50,6.50
240,Plympton,2007,"4,578,880",0,"116,941","101,295","114,471","4,911,587",93.23,6.77
240,Plympton,2008,"4,891,286",0,"147,290","181,434","119,251","5,339,261",91.61,8.39
241,Princeton,2003,"4,813,752",804,"96,294","19,929","54,190","4,984,969",96.58,3.42
241,Princeton,2004,"5,013,977",524,"92,996","20,860","50,070","5,178,427",96.83,3.17
241,Princeton,2005,"5,382,297",536,"97,929","23,225","51,610","5,555,597",96.89,3.11
241,Princeton,2006,"5,729,948",0,"75,721","22,192","51,499","5,879,360",97.46,2.54
241,Princeton,2007,"5,941,231",0,"77,313","22,603","56,225","6,097,372",97.44,2.56
241,Princeton,2008,"6,389,653",0,"83,686","22,902","61,453","6,557,694",97.44,2.56
242,Provincetown,2003,"7,352,744",0,"2,065,828","7,779","164,949","9,591,300",76.66,23.34
242,Provincetown,2004,"8,263,936",0,"2,241,466","8,555","174,209","10,688,166",77.32,22.68
242,Provincetown,2005,"9,097,697",0,"2,283,213","9,115","170,747","11,560,772",78.69,21.31
242,Provincetown,2006,"9,954,890",0,"2,325,196","9,349","98,458","12,387,893",80.36,19.64
242,Provincetown,2007,"10,480,388",0,"2,290,790","9,622","102,735","12,883,535",81.35,18.65
242,Provincetown,2008,"10,886,558",0,"2,347,879","9,933","111,738","13,356,108",81.51,18.49
243,Quincy,2003,"80,424,912",0,"34,984,498","3,731,968","5,466,104","124,607,482",64.54,35.46
243,Quincy,2004,"90,491,418",0,"32,114,874","2,314,965","6,412,311","131,333,568",68.90,31.10
243,Quincy,2005,"95,372,795",0,"31,889,809","2,381,249","4,882,911","134,526,764",70.90,29.10
243,Quincy,2006,"98,853,701",0,"32,836,654","2,573,880","5,087,818","139,352,053",70.94,29.06
243,Quincy,2007,"105,935,733",0,"32,422,424","2,332,314","5,669,153","146,359,624",72.38,27.62
243,Quincy,2008,"106,311,231",0,"35,221,997","2,241,505","5,296,872","149,071,605",71.32,28.68
244,Randolph,2003,"23,726,763",0,"4,694,104","2,031,449","1,042,726","31,495,042",75.33,24.67
244,Randolph,2004,"26,025,452",0,"3,892,114","1,742,420","1,016,382","32,676,368",79.65,20.35
244,Randolph,2005,"26,925,461",0,"4,221,105","1,827,875","961,811","33,936,252",79.34,20.66
244,Randolph,2006,"27,960,541",0,"4,331,371","1,737,003","1,038,038","35,066,953",79.73,20.27
244,Randolph,2007,"28,926,101",0,"4,527,180","1,689,792","963,829","36,106,902",80.11,19.89
244,Randolph,2008,"29,931,704",0,"4,806,725","1,725,905","1,038,299","37,502,633",79.81,20.19
245,Raynham,2003,"10,581,536",0,"3,418,682","965,302","300,691","15,266,211",69.31,30.69
245,Raynham,2004,"10,535,187",0,"3,201,473","1,082,815","483,420","15,302,895",68.84,31.16
245,Raynham,2005,"12,367,929",0,"3,416,833","1,138,456","465,509","17,388,727",71.13,28.87
245,Raynham,2006,"13,240,369",0,"3,837,270","1,251,246","525,466","18,854,351",70.22,29.78
245,Raynham,2007,"15,044,471",0,"4,303,901","1,458,530","506,375","21,313,277",70.59,29.41
245,Raynham,2008,"16,141,045",0,"4,824,080","1,613,761","609,809","23,188,695",69.61,30.39
246,Reading,2003,"30,367,828",0,"1,799,604","268,298","171,960","32,607,690",93.13,6.87
246,Reading,2004,"35,756,697",0,"1,902,499","283,324","214,714","38,157,234",93.71,6.29
246,Reading,2005,"39,459,259",0,"2,342,293","292,856","168,872","42,263,280",93.37,6.63
246,Reading,2006,"40,774,729",0,"2,645,583","271,082","191,870","43,883,264",92.92,7.08
246,Reading,2007,"42,363,975",0,"2,854,758","254,355","213,786","45,686,874",92.73,7.27
246,Reading,2008,"43,708,273",0,"3,232,938","219,002","280,182","47,440,395",92.13,7.87
247,Rehoboth,2003,"10,095,322",0,"475,950","121,777","385,736","11,078,785",91.12,8.88
247,Rehoboth,2004,"11,224,853",0,"564,652","108,388","324,635","12,222,528",91.84,8.16
247,Rehoboth,2005,"11,828,179",0,"547,437","117,050","357,182","12,849,848",92.05,7.95
247,Rehoboth,2006,"12,548,551",0,"521,814","110,378","360,289","13,541,032",92.67,7.33
247,Rehoboth,2007,"13,361,334",0,"608,551","132,782","346,820","14,449,487",92.47,7.53
247,Rehoboth,2008,"14,194,799",0,"644,993","140,613","363,889","15,344,294",92.51,7.49
248,Revere,2003,"31,340,802",0,"8,393,520","1,134,840","1,146,407","42,015,569",74.59,25.41
248,Revere,2004,"32,967,404",0,"9,175,898","1,204,701","1,267,958","44,615,961",73.89,26.11
248,Revere,2005,"37,538,114",0,"8,297,068","1,722,718","932,526","48,490,426",77.41,22.59
248,Revere,2006,"40,831,805",0,"7,947,503","1,628,467","893,551","51,301,326",79.59,20.41
248,Revere,2007,"43,109,059",0,"8,319,324","1,639,592","916,762","53,984,737",79.85,20.15
248,Revere,2008,"45,753,941",0,"8,765,664","1,733,300","943,256","57,196,161",79.99,20.01
249,Richmond,2003,"2,609,400",0,"50,411","4,026","125,865","2,789,702",93.54,6.46
249,Richmond,2004,"2,703,800",0,"57,993","4,055","141,054","2,906,902",93.01,6.99
249,Richmond,2005,"2,832,820",0,"45,368","4,403","119,000","3,001,591",94.38,5.62
249,Richmond,2006,"2,996,627",0,"53,735","4,797","111,584","3,166,743",94.63,5.37
249,Richmond,2007,"3,222,790",0,"56,894","5,039","102,184","3,386,907",95.15,4.85
249,Richmond,2008,"3,404,901",0,"48,254","7,092","112,280","3,572,527",95.31,4.69
250,Rochester,2003,"4,832,011",0,"492,232","223,529","188,683","5,736,455",84.23,15.77
250,Rochester,2004,"5,323,531",0,"420,058","235,557","212,248","6,191,394",85.98,14.02
250,Rochester,2005,"5,938,513",0,"355,709","327,788","167,907","6,789,917",87.46,12.54
250,Rochester,2006,"6,587,274",0,"371,919","344,911","186,913","7,491,017",87.94,12.06
250,Rochester,2007,"6,955,782",0,"372,196","349,966","183,570","7,861,514",88.48,11.52
250,Rochester,2008,"7,122,228",0,"396,950","368,581","207,688","8,095,447",87.98,12.02
251,Rockland,2003,"14,405,744",0,"2,100,837","1,202,048","398,954","18,107,583",79.56,20.44
251,Rockland,2004,"14,730,189",0,"2,141,483","1,277,398","420,838","18,569,908",79.32,20.68
251,Rockland,2005,"15,455,046",0,"1,853,201","1,089,171","342,615","18,740,033",82.47,17.53
251,Rockland,2006,"15,970,654",0,"1,899,398","1,209,819","308,074","19,387,945",82.37,17.63
251,Rockland,2007,"16,361,947",0,"1,949,282","1,161,713","302,754","19,775,696",82.74,17.26
251,Rockland,2008,"16,585,299",0,"2,085,924","1,271,587","352,788","20,295,598",81.72,18.28
252,Rockport,2003,"12,077,771",0,"771,732","44,561","124,360","13,018,424",92.77,7.23
252,Rockport,2004,"13,042,006",0,"759,249","41,445","99,631","13,942,331",93.54,6.46
252,Rockport,2005,"14,024,711",0,"799,491","43,004","89,767","14,956,973",93.77,6.23
252,Rockport,2006,"14,366,212",0,"828,528","43,421","90,329","15,328,490",93.72,6.28
252,Rockport,2007,"14,688,190",0,"918,224","48,956","91,337","15,746,707",93.28,6.72
252,Rockport,2008,"15,114,123",0,"1,002,727","47,345","117,185","16,281,380",92.83,7.17
253,Rowe,2003,"105,654",0,744,"1,719,368","439,875","2,265,641",4.66,95.34
253,Rowe,2004,"109,966",0,837,"1,765,759","452,758","2,329,320",4.72,95.28
253,Rowe,2005,"121,885",0,940,"1,804,609","461,380","2,388,814",5.10,94.90
253,Rowe,2006,"174,261",0,"2,553","1,353,271","920,706","2,450,791",7.11,92.89
253,Rowe,2007,"195,320",0,"2,799","1,383,692","940,886","2,522,697",7.74,92.26
253,Rowe,2008,"217,611",0,"3,088","1,510,618","1,018,893","2,750,210",7.91,92.09
254,Rowley,2003,"6,328,638","4,089","610,835","338,567","102,675","7,384,804",85.75,14.25
254,Rowley,2004,"6,744,621","3,523","606,612","338,415","111,398","7,804,569",86.46,13.54
254,Rowley,2005,"7,080,440","6,064","658,077","348,171","107,730","8,200,482",86.42,13.58
254,Rowley,2006,"7,683,813","5,931","638,354","358,665","113,457","8,800,220",87.38,12.62
254,Rowley,2007,"8,001,075","5,880","644,633","353,535","111,658","9,116,781",87.83,12.17
254,Rowley,2008,"8,605,703","2,711","811,409","441,375","125,080","9,986,278",86.20,13.80
255,Royalston,2003,"941,704",0,"11,425","6,299","42,708","1,002,136",93.97,6.03
255,Royalston,2004,"981,520",0,"12,553","5,678","43,724","1,043,475",94.06,5.94
255,Royalston,2005,"1,042,813",0,"10,443","4,720","27,433","1,085,409",96.08,3.92
255,Royalston,2006,"1,011,778",0,"9,834","4,482","28,968","1,055,062",95.90,4.10
255,Royalston,2007,"1,176,191",0,"11,440","4,508","31,797","1,223,936",96.10,3.90
255,Royalston,2008,"1,208,682",0,"11,842","4,665","31,134","1,256,323",96.21,3.79
256,Russell,2003,"1,251,919","14,542","64,993","129,806","92,977","1,554,237",81.48,18.52
256,Russell,2004,"1,329,651",0,"58,279","112,847","111,653","1,612,430",82.46,17.54
256,Russell,2005,"1,371,048",0,"60,583","107,599","100,912","1,640,142",83.59,16.41
256,Russell,2006,"1,540,887",0,"50,187","104,853","104,692","1,800,619",85.58,14.42
256,Russell,2007,"1,707,175",0,"44,683","68,822","76,545","1,897,225",89.98,10.02
256,Russell,2008,"1,979,102",0,"51,349","79,193","97,344","2,206,988",89.67,10.33
257,Rutland,2003,"5,308,207",0,"142,661","37,683","102,373","5,590,924",94.94,5.06
257,Rutland,2004,"5,792,781",0,"131,434","35,641","102,568","6,062,424",95.55,4.45
257,Rutland,2005,"6,862,234",0,"158,502","38,664","99,464","7,158,864",95.86,4.14
257,Rutland,2006,"7,017,778",0,"154,671","33,644","102,443","7,308,536",96.02,3.98
257,Rutland,2007,"8,217,704",0,"168,150","39,090","102,628","8,527,572",96.37,3.63
257,Rutland,2008,"8,902,583",0,"194,460","36,147","112,653","9,245,843",96.29,3.71
258,Salem,2003,"33,142,855",0,"8,887,063","3,531,878","6,635,048","52,196,844",63.50,36.50
258,Salem,2004,"38,033,259",0,"8,354,881","3,165,363","4,820,719","54,374,222",69.95,30.05
258,Salem,2005,"40,242,911",0,"8,376,051","3,107,959","5,112,407","56,839,328",70.80,29.20
258,Salem,2006,"42,680,920",0,"8,392,261","3,058,466","5,160,590","59,292,237",71.98,28.02
258,Salem,2007,"44,555,724",0,"8,923,960","3,077,231","5,228,599","61,785,514",72.11,27.89
258,Salem,2008,"46,780,076",0,"9,930,234","2,982,029","4,707,326","64,399,665",72.64,27.36
259,Salisbury,2003,"7,863,467",0,"1,626,226","226,067","189,238","9,904,998",79.39,20.61
259,Salisbury,2004,"8,447,281",0,"1,572,487","221,615","199,566","10,440,949",80.91,19.09
259,Salisbury,2005,"8,988,430",0,"1,639,480","209,188","197,724","11,034,822",81.46,18.54
259,Salisbury,2006,"9,776,885",0,"1,653,460","200,612","163,113","11,794,070",82.90,17.10
259,Salisbury,2007,"10,451,547",0,"1,806,510","199,484","164,712","12,622,253",82.80,17.20
259,Salisbury,2008,"10,953,497",0,"2,003,256","258,605","185,480","13,400,838",81.74,18.26
260,Sandisfield,2003,"1,250,215",0,"48,428","3,105","89,022","1,390,770",89.89,10.11
260,Sandisfield,2004,"1,335,719",0,"45,827","3,389","86,978","1,471,913",90.75,9.25
260,Sandisfield,2005,"1,424,264",0,"49,082","3,595","89,512","1,566,453",90.92,9.08
260,Sandisfield,2006,"1,592,307",0,"54,164","4,108","92,545","1,743,124",91.35,8.65
260,Sandisfield,2007,"1,645,414",0,"52,994","3,965","85,588","1,787,961",92.03,7.97
